word,yes_votes,no_votes
altimeter,0,0
altimeters,0,0
altimetry,0,0
altitude,0,0
altitudes,0,0
alto,0,0
altocumulus,0,0
altogether,0,0
altos,0,0
altostratus,0,0
altruism,0,0
altruist,0,0
altruistic,0,0
altruists,0,0
alum,0,0
aluminium,0,0
aluminosilicate,0,0
aluminosilicates,0,0
aluminum,0,0
alumna,0,0
alumnae,0,0
alumni,0,0
alumnus,0,0
alums,0,0
alveolar,0,0
alveoli,0,0
alveolus,0,0
always,0,0
am,0,0
amalgam,0,0
amalgamate,0,0
amalgamated,0,0
amalgamates,0,0
amalgamating,0,0
amalgamation,0,0
amalgamations,0,0
amalgams,0,0
amaranth,0,0
amaranths,0,0
amaretto,0,0
amass,0,0
amassed,0,0
amasses,0,0
amassing,0,0
amateur,0,0
amateurish,0,0
amateurism,0,0
amateurs,0,0
amaze,0,0
amazed,0,0
amazement,0,0
amazes,0,0
amazing,0,0
amazingly,0,0
amazon,0,0
amazonian,0,0
amazonians,0,0
amazons,0,0
ambassador,0,0
ambassadorial,0,0
ambassadors,0,0
ambassadorship,0,0
ambassadorships,0,0
amber,0,0
amberjack,0,0
amberjacks,0,0
ambiance,0,0
ambidexterity,0,0
ambidextrous,0,0
ambience,0,0
ambient,0,0
ambiguities,0,0
ambiguity,0,0
ambiguous,0,0
ambiguously,0,0
ambition,0,0
ambitions,0,0
ambitious,0,0
ambitiously,0,0
ambivalence,0,0
ambivalent,0,0
ambivalently,0,0
ambivert,0,0
ambiverts,0,0
amble,0,0
ambled,0,0
ambler,33,54
ambles,0,0
ambling,0,0
amblyopia,0,0
ambrosia,0,0
ambulance,0,0
ambulances,0,0
ambulation,0,0
ambulatory,0,0
ambush,0,0
ambushed,0,0
ambushes,0,0
ambushing,0,0
ameliorate,0,0
ameliorated,0,0
ameliorates,0,0
ameliorating,0,0
amelioration,0,0
ameliorative,0,0
amen,0,0
amenability,0,0
amenable,0,0
amend,0,0
amendable,0,0
amendatory,0,0
amended,0,0
amending,0,0
amendment,0,0
amendments,0,0
amends,0,0
amenities,0,0
amenity,0,0
americium,0,0
amethyst,0,0
amethysts,0,0
amiability,0,0
amiable,0,0
amiably,0,0
amicable,0,0
amicably,0,0
amid,0,0
amide,0,0
amides,0,0
amidst,0,0
amigo,0,0
amigos,0,0
amine,0,0
amines,0,0
amino,0,0
aminos,0,0
aminotransferase,0,0
aminotransferases,0,0
amiss,0,0
amity,0,0
ammo,0,0
ammonia,0,0
ammonite,0,0
ammonites,0,0
ammonium,0,0
ammunition,0,0
ammunitions,0,0
amnesia,0,0
amnesiac,0,0
amnesiacs,0,0
amnesties,0,0
amnesty,0,0
amniotic,0,0
amoeba,0,0
amoebae,0,0
amoebas,0,0
amok,0,0
among,0,0
amongst,0,0
amoral,0,0
amorality,0,0
amorous,0,0
amorphous,0,0
amortisation,0,0
amortisations,0,0
amortise,0,0
amortised,0,0
amortises,0,0
amortising,0,0
amortization,0,0
amortizations,0,0
amortize,0,0
amortized,0,0
amortizes,0,0
amortizing,0,0
amount,0,0
amounted,0,0
amounting,0,0
amounts,0,0
amour,0,0
amours,0,0
amoxicillin,0,0
amp,0,0
amped,0,0
amperage,0,0
ampere,100,32
amperes,0,0
ampersand,0,0
ampersands,0,0
amphetamine,0,0
amphetamines,0,0
amphibian,0,0
amphibians,0,0
amphibious,0,0
amphitheater,0,0
amphitheaters,0,0
amphitheatre,0,0
amphitheatres,0,0
amping,0,0
ample,0,0
amplification,0,0
amplifications,0,0
amplified,0,0
amplifier,0,0
amplifiers,0,0
amplifies,0,0
amplify,0,0
amplifying,0,0
amplitude,0,0
amplitudes,0,0
amply,0,0
ampoule,0,0
ampoules,0,0
amps,0,0
ampule,43,58
amputate,0,0
amputated,0,0
amputates,0,0
amputating,0,0
amputation,0,0
amputations,0,0
amputee,0,0
amputees,0,0
amuck,0,0
amulet,0,0
amulets,0,0
amuse,0,0
amused,0,0
amusement,0,0
amusements,0,0
amuses,0,0
amusing,0,0
amusingly,0,0
amygdala,0,0
an,0,0
anabolic,0,0
anachronism,82,18
anachronisms,0,0
anachronistic,0,0
anachronistically,0,0
anaconda,0,0
anacondas,0,0
anaemia,0,0
anaemic,0,0
anaerobic,0,0
anaesthesia,0,0
anaesthesiologist,0,0
anaesthesiologists,0,0
anaesthesiology,0,0
anaesthetic,0,0
anaesthetics,0,0
anaesthetise,0,0
anaesthetised,0,0
anaesthetises,0,0
anaesthetising,0,0
anaesthetist,0,0
anaesthetists,0,0
anaesthetize,0,0
anaesthetized,0,0
anaesthetizes,0,0
anaesthetizing,0,0
anagram,0,0
anagrams,0,0
anal,0,0
analgesia,0,0
analgesic,0,0
analgesics,0,0
anally,61,18
analog,0,0
analogical,0,0
analogies,0,0
analogise,0,0
analogised,0,0
analogises,0,0
analogising,0,0
analogize,0,0
analogized,0,0
analogizes,0,0
analogizing,0,0
analogous,0,0
analogously,0,0
analogs,0,0
analogue,0,0
analogues,0,0
analogy,0,0
analyse,0,0
analysed,0,0
analyser,0,0
analysers,0,0
analyses,0,0
analysing,0,0
analysis,0,0
analyst,0,0
analysts,0,0
analytic,0,0
analytical,0,0
analytically,0,0
analytics,0,0
analyze,0,0
analyzed,0,0
analyzer,0,0
analyzers,0,0
analyzes,0,0
analyzing,0,0
anamorphic,0,0
anaphase,0,0
anaphylactic,0,0
anaphylaxis,0,0
anarchic,0,0
anarchism,0,0
anarchist,0,0
anarchistic,0,0
anarchists,0,0
anarchy,0,0
anathema,0,0
anathemas,0,0
anatomic,0,0
anatomical,0,0
anatomically,0,0
anatomies,0,0
anatomist,0,0
anatomists,0,0
anatomy,0,0
ancestor,0,0
ancestors,0,0
ancestral,0,0
ancestries,0,0
ancestry,0,0
ancho,10,79
anchor,0,0
anchorage,0,0
anchorages,0,0
anchored,0,0
anchoring,0,0
anchorman,0,0
anchormen,0,0
anchors,0,0
anchorwoman,0,0
anchorwomen,0,0
anchos,0,0
anchovies,0,0
anchovy,0,0
ancient,0,0
ancients,0,0
ancillaries,0,0
ancillary,0,0
and,0,0
andante,0,0
andouille,0,0
androgen,0,0
androgenic,0,0
androgens,0,0
androgyne,0,0
androgynes,0,0
androgynous,0,0
androgyny,0,0
android,0,0
androids,0,0
ands,0,0
anecdotal,0,0
anecdotally,0,0
anecdote,0,0
anecdotes,0,0
anemia,0,0
anemic,0,0
anemometer,0,0
anemometers,0,0
anemone,0,0
anemones,0,0
anesthesia,0,0
anesthesiologist,0,0
anesthesiologists,0,0
anesthesiology,0,0
anesthetic,0,0
anesthetics,0,0
anesthetise,0,0
anesthetised,0,0
anesthetises,0,0
anesthetising,0,0
anesthetist,0,0
anesthetists,0,0
anesthetize,0,0
anesthetized,0,0
anesthetizes,0,0
anesthetizing,0,0
aneurysm,0,0
aneurysmal,0,0
aneurysms,0,0
anew,0,0
angel,0,0
angelfish,0,0
angelic,0,0
angels,0,0
anger,0,0
angered,0,0
angering,0,0
angers,0,0
angina,0,0
angiogenesis,0,0
angiogenic,0,0
angiogram,0,0
angiograms,0,0
angiographic,0,0
angiography,0,0
angioplasties,0,0
angioplasty,0,0
angle,0,0
angled,0,0
angler,0,0
anglerfish,0,0
anglers,0,0
angles,0,0
anglicise,0,0
anglicised,0,0
anglicises,0,0
anglicising,0,0
anglicize,0,0
anglicized,0,0
anglicizes,0,0
anglicizing,0,0
angling,0,0
anglophone,0,0
anglophones,0,0
angora,0,0
angrier,0,0
angriest,0,0
angrily,0,0
angry,0,0
angst,0,0
angstrom,0,0
angstroms,0,0
angsty,0,0
anguish,0,0
anguished,0,0
anguishes,0,0
anguishing,0,0
angular,0,0
anhydrous,0,0
anilingus,0,0
anima,0,0
animal,0,0
animalistic,0,0
animals,0,0
animate,0,0
animated,0,0
animatedly,0,0
animates,0,0
animatic,0,0
animatics,0,0
animating,0,0
animation,0,0
animations,0,0
animator,0,0
animators,0,0
animatronic,0,0
animatronics,0,0
anime,0,0
animes,0,0
animosities,0,0
animosity,0,0
animus,0,0
anion,28,42
anionic,0,0
anions,0,0
anise,53,19
aniseed,0,0
anisotropic,0,0
anisotropy,0,0
ankh,0,0
ankhs,0,0
ankle,0,0
ankles,0,0
anklet,0,0
anklets,0,0
ankylosaurus,0,0
ankylosauruses,0,0
annal,0,0
annals,0,0
annatto,0,0
anneal,19,51
annealed,0,0
annealing,0,0
anneals,0,0
annex,0,0
annexation,0,0
annexations,0,0
annexe,0,0
annexed,0,0
annexes,0,0
annexing,0,0
annihilate,0,0
annihilated,0,0
annihilates,0,0
annihilating,0,0
annihilation,0,0
anniversaries,0,0
anniversary,0,0
annotate,0,0
annotated,0,0
annotates,0,0
annotating,0,0
annotation,0,0
annotations,0,0
announce,0,0
announced,0,0
announcement,0,0
announcements,0,0
announcer,0,0
announcers,0,0
announces,0,0
announcing,0,0
annoy,0,0
annoyance,0,0
annoyances,0,0
annoyed,0,0
annoying,0,0
annoyingly,0,0
annoys,0,0
annual,0,0
annualise,0,0
annualised,0,0
annualises,0,0
annualising,0,0
annualize,0,0
annualized,0,0
annualizes,0,0
annualizing,0,0
annually,0,0
annuals,0,0
annuities,0,0
annuity,0,0
annul,0,0
annular,0,0
annuli,0,0
annulled,0,0
annulling,0,0
annulment,0,0
annulments,0,0
annuls,0,0
annulus,0,0
annunciation,0,0
annunciations,0,0
anode,89,25
anodes,0,0
anodise,0,0
anodised,0,0
anodises,0,0
anodising,0,0
anodize,0,0
anodized,0,0
anodizes,0,0
anodizing,0,0
anodyne,0,0
anoint,0,0
anointed,0,0
anointing,0,0
anoints,0,0
anole,0,0
anoles,0,0
anomalies,0,0
anomalous,0,0
anomalously,0,0
anomaly,0,0
anon,0,0
anonymisation,0,0
anonymise,0,0
anonymised,0,0
anonymises,0,0
anonymising,0,0
anonymity,0,0
anonymization,0,0
anonymize,0,0
anonymized,0,0
anonymizes,0,0
anonymizing,0,0
anonymous,0,0
anonymously,0,0
anorak,0,0
anoraks,0,0
anorexia,0,0
anorexic,0,0
anorexics,0,0
another,0,0
answer,0,0
answerable,0,0
answered,0,0
answering,0,0
answers,0,0
ant,0,0
antacid,0,0
antacids,0,0
antagonise,0,0
antagonised,0,0
antagonises,0,0
antagonising,0,0
antagonism,0,0
antagonisms,0,0
antagonist,0,0
antagonistic,0,0
antagonistically,0,0
antagonists,0,0
antagonize,0,0
antagonized,0,0
antagonizes,0,0
antagonizing,0,0
antarctic,0,0
ante,0,0
anteater,0,0
anteaters,0,0
antebellum,0,0
antecedent,0,0
antecedents,0,0
antechamber,0,0
antechambers,0,0
anted,0,0
anteing,0,0
antelope,0,0
antelopes,0,0
antenatal,0,0
antenna,0,0
antennae,0,0
antennas,0,0
anterior,0,0
anteriorly,0,0
anteroom,0,0
anterooms,0,0
antes,0,0
anthem,0,0
anthems,0,0
anther,0,0
anthers,0,0
anthill,0,0
anthills,0,0
anthologies,0,0
anthology,0,0
anthracite,0,0
anthrax,0,0
anthropocentric,0,0
anthropocentrism,0,0
anthropogenic,0,0
anthropogenically,0,0
anthropological,0,0
anthropologically,0,0
anthropologist,0,0
anthropologists,0,0
anthropology,0,0
anthropomorphic,0,0
anthropomorphically,0,0
anthropomorphisation,0,0
anthropomorphisations,0,0
anthropomorphise,0,0
anthropomorphised,0,0
anthropomorphises,0,0
anthropomorphising,0,0
anthropomorphism,0,0
anthropomorphisms,0,0
anthropomorphization,0,0
anthropomorphizations,0,0
anthropomorphize,0,0
anthropomorphized,0,0
anthropomorphizes,0,0
anthropomorphizing,0,0
anti,0,0
antiabortion,0,0
antiaging,0,0
antiaircraft,0,0
antialiasing,0,0
antianxiety,0,0
antibacterial,0,0
antibacterials,0,0
antibiotic,0,0
antibiotics,0,0
antibodies,0,0
antibody,0,0
antic,0,0
anticancer,0,0
anticholinergic,0,0
anticholinergics,0,0
antichrist,0,0
antichrists,0,0
anticipate,0,0
anticipated,0,0
anticipates,0,0
anticipating,0,0
anticipation,0,0
anticipations,0,0
anticipatory,0,0
anticlimactic,0,0
anticlimax,0,0
anticlimaxes,0,0
anticlockwise,0,0
anticoagulant,0,0
anticoagulants,0,0
anticommunism,0,0
anticommunist,0,0
anticommunists,0,0
anticompetitive,0,0
anticonvulsant,0,0
anticonvulsants,0,0
anticorruption,0,0
antics,0,0
antidemocratic,0,0
antidepressant,0,0
antidepressants,0,0
antidiabetic,0,0
antidiabetics,0,0
antidiscrimination,0,0
antidisestablishmentarianism,0,0
antidote,0,0
antidotes,0,0
antidrug,0,0
antidumping,0,0
antiepileptic,0,0
antiepileptics,0,0
antiestablishment,0,0
antifascist,0,0
antifascists,0,0
antiferromagnet,0,0
antiferromagnetic,0,0
antiferromagnetism,0,0
antiferromagnets,0,0
antifraud,0,0
antifreeze,0,0
antifungal,0,0
antifungals,0,0
antigen,0,0
antigenic,0,0
antigens,0,0
antigovernment,0,0
antigravity,0,0
antihero,0,0
antiheroes,0,0
antihistamine,0,0
antihistamines,0,0
antihypertensive,0,0
antihypertensives,0,0
antiinflammatories,0,0
antiinflammatory,0,0
antilock,0,0
antimalarial,0,0
antimalarials,0,0
antimatter,0,0
antimicrobial,0,0
antimicrobials,0,0
antimissile,0,0
antimony,0,0
antinuclear,0,0
antioxidant,0,0
antioxidants,0,0
antiparasitic,0,0
antiparasitics,0,0
antiparticle,0,0
antiparticles,0,0
antipasti,0,0
antipasto,0,0
antipathies,0,0
antipathy,0,0
antipersonnel,0,0
antiperspirant,0,0
antiperspirants,0,0
antiphospholipid,0,0
antiplatelet,0,0
antiplatelets,0,0
antipode,0,0
antipodes,0,0
antipollution,0,0
antipoverty,0,0
antiproliferative,0,0
antipsychotic,0,0
antipsychotics,0,0
antiquarian,0,0
antiquark,0,0
antiquarks,0,0
antiquated,0,0
antique,0,0
antiqued,0,0
antiques,0,0
antiquing,0,0
antiquities,0,0
antiquity,0,0
antiracism,0,0
antiracist,0,0
antiracists,0,0
antireflective,0,0
antiretroviral,0,0
antiretrovirals,0,0
antis,0,0
antiseptic,0,0
antiseptics,0,0
antislavery,0,0
antisocial,0,0
antispam,0,0
antistatic,0,0
antisubmarine,0,0
antitank,0,0
antitheft,0,0
antitheses,0,0
antithesis,0,0
antithetical,0,0
antitoxin,0,0
antitoxins,0,0
antitrust,0,0
antitumor,0,0
antivax,0,0
antivaxer,0,0
antivaxers,0,0
antivaxxer,0,0
antivaxxers,0,0
antivenom,0,0
antivenoms,0,0
antiviral,0,0
antivirals,0,0
antivirus,0,0
antiviruses,0,0
antiwar,0,0
antler,0,0
antlered,0,0
antlers,0,0
antlion,0,0
antlions,0,0
antonym,0,0
antonyms,0,0
ants,0,0
antsy,0,0
anus,0,0
anuses,0,0
anvil,0,0
anvils,0,0
anxieties,0,0
anxiety,0,0
anxiolytic,0,0
anxiolytics,0,0
anxious,0,0
anxiously,0,0
anxiousness,0,0
any,0,0
anybody,0,0
anyhow,0,0
anymore,0,0
anyone,0,0
anyplace,0,0
anything,0,0
anytime,0,0
anyway,0,0
anyways,0,0
anywhere,0,0
aorta,0,0
aortas,0,0
aortic,0,0
apace,0,0
apart,0,0
apartheid,0,0
apartment,0,0
apartments,0,0
apathetic,0,0
apathy,0,0
apatosaurus,0,0
apatosauruses,0,0
ape,0,0
aped,0,0
aperitif,0,0
aperitifs,0,0
aperture,0,0
apertures,0,0
apes,0,0
apex,0,0
apexes,0,0
aphasia,0,0
aphelion,0,0
aphid,0,0
aphids,0,0
aphorism,0,0
aphorisms,0,0
aphrodisiac,0,0
aphrodisiacal,0,0
aphrodisiacs,0,0
apiaries,0,0
apiary,0,0
apiece,0,0
aping,0,0
aplenty,0,0
aplomb,0,0
apnea,0,0
apnoea,0,0
apocalypse,0,0
apocalypses,0,0
apocalyptic,0,0
apocryphal,0,0
apocryphally,0,0
apogee,0,0
apolitical,0,0
apologetic,0,0
apologetically,0,0
apologetics,0,0
apologies,0,0
apologise,0,0
apologised,0,0
apologises,0,0
apologising,0,0
apologist,0,0
apologists,0,0
apologize,0,0
apologized,0,0
apologizes,0,0
apologizing,0,0
apology,0,0
apoplectic,0,0
apostasy,0,0
apostate,0,0
apostates,0,0
apostle,0,0
apostles,0,0
apostolate,0,0
apostolates,0,0
apostolic,0,0
apostrophe,0,0
apostrophes,0,0
apothecaries,0,0
apothecary,113,11
app,0,0
appall,0,0
appalled,0,0
appalling,0,0
appallingly,0,0
appalls,0,0
appaloosa,0,0
appaloosas,0,0
apparatus,0,0
apparatuses,0,0
apparel,0,0
apparels,0,0
apparent,0,0
apparently,0,0
apparition,0,0
apparitions,0,0
appeal,0,0
appealable,0,0
appealed,0,0
appealing,0,0
appealingly,0,0
appeals,0,0
appear,0,0
appearance,0,0
appearances,0,0
appeared,0,0
appearing,0,0
appears,0,0
appease,0,0
appeased,0,0
appeasement,0,0
appeases,0,0
appeasing,0,0
appellant,0,0
appellants,0,0
appellate,0,0
appellation,0,0
appellations,0,0
appellee,0,0
appellees,0,0
append,0,0
appendage,0,0
appendages,0,0
appendectomies,0,0
appendectomy,0,0
appended,0,0
appendices,0,0
appendicitis,0,0
appending,0,0
appendix,0,0
appendixes,0,0
appends,0,0
appetiser,0,0
appetisers,0,0
appetising,0,0
appetite,0,0
appetites,0,0
appetizer,0,0
appetizers,0,0
appetizing,0,0
applaud,0,0
applauded,0,0
applauding,0,0
applauds,0,0
applause,0,0
apple,0,0
apples,0,0
applesauce,0,0
applet,0,0
applets,0,0
appliance,0,0
appliances,0,0
applicability,0,0
applicable,0,0
applicant,0,0
applicants,0,0
application,0,0
applications,0,0
applicator,0,0
applicators,0,0
applied,0,0
applier,54,21
applies,0,0
applique,0,0
appliqued,0,0
appliqueing,0,0
appliques,0,0
apply,0,0
applying,0,0
appoint,0,0
appointed,0,0
appointee,0,0
appointees,0,0
appointing,0,0
appointment,0,0
appointments,0,0
appoints,0,0
apportion,0,0
apportioned,0,0
apportioning,0,0
apportionment,0,0
apportions,0,0
appraisal,0,0
appraisals,0,0
appraise,0,0
appraised,0,0
appraiser,0,0
appraisers,0,0
appraises,0,0
appraising,0,0
appreciable,0,0
appreciably,0,0
appreciate,0,0
appreciated,0,0
appreciates,0,0
appreciating,0,0
appreciation,0,0
appreciations,0,0
appreciative,0,0
appreciatively,0,0
appreciator,0,0
appreciators,0,0
apprehend,0,0
apprehended,0,0
apprehending,0,0
apprehends,0,0
apprehension,0,0
apprehensions,0,0
apprehensive,0,0
apprehensively,0,0
apprehensiveness,0,0
apprentice,0,0
apprenticed,0,0
apprentices,0,0
apprenticeship,0,0
apprenticeships,0,0
apprenticing,0,0
apprise,0,0
apprised,0,0
apprises,0,0
apprising,0,0
approach,0,0
approachability,0,0
approachable,0,0
approached,0,0
approaches,0,0
approaching,0,0
approbation,0,0
appropriate,0,0
appropriated,0,0
appropriately,0,0
appropriateness,0,0
appropriates,0,0
appropriating,0,0
appropriation,0,0
appropriations,0,0
appropriator,0,0
appropriators,0,0
approval,0,0
approvals,0,0
approve,0,0
approved,0,0
approver,0,0
approvers,0,0
approves,0,0
approving,0,0
approvingly,0,0
approximate,0,0
approximated,0,0
approximately,0,0
approximates,0,0
approximating,0,0
approximation,0,0
approximations,0,0
apps,0,0
apricot,0,0
apricots,0,0
apron,0,0
aprons,0,0
apropos,0,0
apt,0,0
aptitude,0,0
aptitudes,0,0
aptly,0,0
aqua,0,0
aquaculture,0,0
aquamarine,0,0
aquamarines,0,0
aquaponics,0,0
aquaria,0,0
aquarium,0,0
aquariums,0,0
aquatic,0,0
aquatics,0,0
aqueduct,0,0
aqueducts,0,0
aqueous,0,0
aquifer,0,0
aquifers,0,0
arabesque,0,0
arabesques,0,0
arabica,0,0
arable,81,32
arachnid,0,0
arachnids,0,0
arachnoid,0,0
arachnophobia,0,0
arbiter,0,0
arbiters,0,0
arbitrage,0,0
arbitrages,0,0
arbitral,0,0
arbitrarily,0,0
arbitrariness,0,0
arbitrary,0,0
arbitrate,0,0
arbitrated,0,0
arbitrates,0,0
arbitrating,0,0
arbitration,0,0
arbitrations,0,0
arbitrator,0,0
arbitrators,0,0
arbor,0,0
arboreal,0,0
arboretum,0,0
arboretums,0,0
arboriculture,0,0
arborist,0,0
arborists,0,0
arbors,0,0
arbour,0,0
arbours,0,0
arc,0,0
arcade,0,0
arcades,0,0
arcana,59,39
arcane,0,0
arccosine,0,0
arccosines,0,0
arced,0,0
arch,0,0
archaeological,0,0
archaeologically,0,0
archaeologist,0,0
archaeologists,0,0
archaeology,0,0
archaeopteryx,0,0
archaeopteryxes,0,0
archaic,0,0
archangel,0,0
archangels,0,0
archbishop,0,0
archbishops,0,0
archdiocesan,0,0
archdiocese,0,0
archdioceses,0,0
archduchess,0,0
archduchesses,0,0
archduke,0,0
archdukes,0,0
arched,0,0
archenemies,0,0
archenemy,0,0
archeological,0,0
archeologist,0,0
archeologists,0,0
archeology,0,0
archer,0,0
archers,0,0
archery,0,0
arches,0,0
archetypal,0,0
archetype,0,0
archetypes,0,0
archetypical,0,0
arching,0,0
archipelagic,0,0
archipelago,74,4
archipelagos,0,0
architect,0,0
architected,0,0
architecting,0,0
architects,0,0
architectural,0,0
architecturally,0,0
architecture,0,0
architectures,0,0
archival,0,0
archive,0,0
archived,0,0
archives,0,0
archiving,0,0
archivist,0,0
archivists,0,0
archly,0,0
archrival,0,0
archrivals,0,0
archway,0,0
archways,0,0
arcing,0,0
arcs,0,0
arcsine,0,0
arcsines,0,0
arctangent,0,0
arctangents,0,0
arctic,0,0
ardent,62,2
ardently,0,0
ardor,0,0
ardors,0,0
ardour,0,0
ardours,0,0
arduous,0,0
are,0,0
area,0,0
areal,0,0
areas,0,0
arena,0,0
arenas,0,0
areola,0,0
areolas,0,0
arepa,0,0
arepas,0,0
argan,0,0
argent,0,0
arginine,0,0
argon,0,0
argonaut,0,0
argonauts,0,0
arguable,0,0
arguably,0,0
argue,0,0
argued,0,0
argues,0,0
arguing,0,0
argument,0,0
argumentation,0,0
argumentative,0,0
argumentatively,0,0
argumentativeness,0,0
arguments,0,0
argyle,78,39
aria,0,0
arias,0,0
arid,0,0
aridity,0,0
aril,0,0
arils,0,0
arise,0,0
arisen,0,0
arises,0,0
arising,0,0
aristocracies,0,0
aristocracy,0,0
aristocrat,0,0
aristocratic,0,0
aristocratically,0,0
aristocrats,0,0
arithmetic,0,0
arithmetical,0,0
arithmetically,0,0
ark,0,0
arks,0,0
arm,0,0
armada,0,0
armadas,0,0
armadillo,0,0
armadillos,0,0
armament,0,0
armamentarium,0,0
armaments,0,0
armature,0,0
armatures,0,0
armband,0,0
armbands,0,0
armchair,0,0
armchairs,0,0
armed,0,0
armful,0,0
armfuls,0,0
armhole,33,60
armholes,0,0
armies,0,0
arming,0,0
armistice,0,0
armistices,0,0
armless,0,0
armoire,0,0
armoires,0,0
armor,0,0
armored,0,0
armorer,0,0
armorers,0,0
armories,0,0
armoring,0,0
armors,0,0
armory,0,0
armour,0,0
armoured,0,0
armourer,0,0
armourers,0,0
armouries,0,0
armouring,0,0
armours,0,0
armoury,0,0
armpit,0,0
armpits,0,0
armrest,0,0
armrests,0,0
arms,0,0
army,0,0
arnica,0,0
aroma,0,0
aromas,0,0
aromatherapeutic,0,0
aromatherapist,0,0
aromatherapists,0,0
aromatherapy,0,0
aromatic,0,0
aromatically,0,0
aromatics,0,0
arose,0,0
around,0,0
arousal,0,0
arousals,0,0
arouse,0,0
aroused,0,0
arouses,0,0
arousing,0,0
arowana,0,0
arowanas,0,0
arpeggio,64,25
arpeggios,0,0
